location,subLocation,status,employeeId,username,assetType,assetMake,assetSerialNumber,assetModel,invoiceNumber,poNumber,amcInvoiceNumber,warrantyStatus,warrantyStartDate,warrantyEndDate,warrantyTenure,purchaseDate,purchaseYear,price,vendorName,contactNumber,mailId,processor,cpuSpeed,ramInstalled,hddCapacity,operatingSystem,osLicense,transactionDate,transactionCreatedDate
Head Office,Head Office,Stock with Working condition,,IT STOCK (AUDITOR PERSON,Laptop,HP,5CD8313J2K,HP 240 G6 Notebook PC,,,,NOT IN AMC,,,,,2018,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK (AUDITOR PERSON,Laptop,HP,5CD75144QY,HP 240 G6 Notebook PC,,,,NOT IN AMC,,,,,2018,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK (AUDITOR PERSON,Laptop,Lenovo,PF0D5FVP,Lenovo G40-80,,,,NOT IN AMC,,,,08-Dec-15,2015,"29,400.00",,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Laptop,HP,5CD250CB27,HP 440 G9,,,,WARRANTY,,,,,2023,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,HP,INA639WPCM,HP 280 G2 MT ,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,SL/HO/0150,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,HP,INA639WPH4,HP 280 G2 MT ,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,HP,INA81904VH,HP DX2080 MT,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK (AUDITOR PERSON,Laptop,LENOVO,R9XA4WF,THINKPAD,,,,NOT IN AMC,,,1,09-Mar-13,2013,"25,250.00",Accel IT Services Pvt Ltd,9830267424,,,,4GB,500GB,WINDOWS 10 PRO (x64),,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,ASSAMBLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,ASSAMBLE,NA,NA,,,,AMC,01-Apr-22,31-Mar-23,1,13-Oct-16,2016,,Accel IT Services Pvt Ltd,9830267424,,,,4GB,500GB,WINDOWS 7 Pro,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,ASSAMBLE,NA,NA,,,,AMC,01-Apr-22,31-Mar-23,1,20-Aug-15,2015,,Accel IT Services Pvt Ltd,9830267424,,,,4 GB,500GB,WINDOWS 7 Pro,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Laptop,HP,5CD01238QW,HP Probook 440 G7,IGS/100/2020-21,,,NOT IN AMC,,,,08-09-2020,2020,55849,INFOTECH GLOBAL SERVICES,,,,,8 GB,1 TB,Windows 10 Pro x64 (v2004),LICENCED,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,HP,INA633VM3Y, HP 280 G1 MT,,,,AMC,01-Apr-24,31-Mar-25,1,19-Nov-16,2016,,Accel IT Services Pvt Ltd,9830267424,,,,4 GB,500 GB,WINDOWS 10 Pro,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK (AUDITOR PERSON,Laptop,HP,5CD8054DL8,HP ProBook 430 G5 Notebook PC,BSPL/G0171/18-19,,,NOT IN AMC,,,,09-May-18,2018,"69,903.00",Binary Solution Pvt Ltd,9830349999,,,,8 GB,1 TB,WINDOWS 10 Pro,PRELODED,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,ASSAMBLE,N/A,N/A,,,,AMC,01-Apr-24,31-Mar-25,1,,2014,,Accel IT Services Pvt Ltd,9830267424,,,,8 GB,500 GB,WINDOWS 10 Pro,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Laptop,HP,5CG84808P8,HP 348 G4,BSPL/G0238/20-21,,,AMC,01-Apr-24,31-Mar-25,1,14-Jul-20,2020,"29,000.00",BINARY SOLUTIONS PVT LTD,,,,,8 GB,1 TB,Windows 10 Pro 64 Bit,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Laptop,DELL,6H62BG3,Dell Latitude 3420,BSPL/G1785/21-22,,,WAREENTY,01-Apr-24,31-Mar-25,1,19-Jan-22,2022,53100,BINARY SOLUTIONS PVT LTD,,,,,8 GB,250 GB SSD + 1 TB SSD,Windows 10 Pro 64 Bit,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Laptop,HP,INA631V90B,HP 280 G2 MT,,,,,,,,04-Feb-17,2017,,,,,,,4 GB,500 GB,Windows 10 Pro 64 Bit,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Laptop,HP,5CG8480976,HP 348 G4,BSPL/G0238/20-21,,,AMC,01-Apr-24,31-Mar-25,1,14-Jul-20,2020,"29,000.00",BINARY SOLUTIONS PVT LTD,,,,,8 GB,1 TB + 240 GB M.2 SSD,Windows 10 Pro 64 Bit,PRELOADED,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,HP,INA639WPDT,HP 280 G2 MT ,,,,AMC,01-Apr-22,31-Mar-23,1,08-Feb-17,2017,,Accel IT Services Pvt Ltd,,,,,8 GB,500GB,Windows 10 Pro 64 Bit,PRELOADED,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Laptop,HP,5CG629634Y,HP 240 G5 Notebook PC,,,,NOT UNDER AMC,,,,06-Dec-16,2016,"25,899.00",,,,,,4GB,500GB,WINDOWS 10 PRO 64 BIT ,,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Laptop,HP,Tower-Project,Laptop,DELL,C93BJS3,,NIRNAY DEY,LAP/HO/556,,,FOC\00263,Warranty,24-07-2023,,,,2023,,,Binary Solution Pvt Ltd,,INTEL CORE I3,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Laptop,HP,Tower Project,Laptop,.......,5CD4084WW3,,NIRNAY DEY,,4500195212,,BSPL/G0640/24-25,Warranty,18-06-2024,,,,2024,,,,,Intel Core I5,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Laptop,HP,CND5235R68,HP 250 G3 Notebook PC,,4600019136,,,,,,04-Jun-15,2015,"24,500.00",,,,Intel Core I3,2:00 GHZ,4GB,500 GB,WINDOWS 8.1 32 Bit,,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Laptop,LENOVO,PF0D5JQX,Lenovo G40-80,,4600019136,,,,,,22-Mar-16,2016,"29,500.00",,,,Intel Core I3,2.10 GHZ,4 GB + 4 GB,500 GB SSD,WINDOWS 10 Home Single Language 64 Bit,LICENCED,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Laptop,HP,5CD73204D3,HP 240 G6 Notebook PC,14-06-2024,NAYAN PANJA,,,BSPL/G0807/17-18,NOT IN AMC,04-01-2022,3-31-2023,0.997260274,01-03-2018,,,,9830267424,imssupport@accelits.com,2.0 GHZ,Intel Core I3,500 GB SSD,4 GB + 4 GB,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Laptop,HP,5CG62115J8,HP 240 G4 NOTEBOOK PC,24-10-2024,NIRNAY DEY,,,,,04-01-2022,04-01-2023,1,04-10-2016,,,,9830267424,,2.00GHZ,IntelCoreI3,1 TB HDD,8 GB,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Laptop,HP,5CD746CBKX,HP 240 G6 Notebook PC,BSPL/G0729/18-19,4500098940,,,,,,19-Jul-18,2018,"24,699.00",,,,Intel Core I3 7th Gen,3.90 GHZ,4 GB + 4 GB,500 GB SSD,WINDOWS 10 Pro 64 Bit,,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK(GANESH DUBEY SKPL06320),Laptop,DELL,CVD2KX3,DELL LATITUDE 3440,27-02-2024,NIRNAY DEY,,,BSPL/G2723/23-24,Warranty,26-02-2024,25-02-2027,3,26-02-2024,,,,9830349999,Saptarshi@binary.co.in,4.00 GHz,Intel Core I3,512 GB M.2 SSD,8 GB,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Desktop,HP,3CR6070PYV,HP SLIMLINE 455-001,,,,,,,,,,,,,,INTEL CORE I3-4170,3.70 GHz,8 GB,1 TB HDD,WINDOWS 10 HOME SINGLE LANGUAGE,,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Desktop,ASSAMBLED,,N/A,,,,,,,,,,,,,,,,,,,,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK(RAJU YADAV SKPL05508),Laptop,HP,5CG014427L,HP 240 G7 Notebook PC,,,,,BSPL/G0065/20-21,Warranty/AMC,10-Jun-20,09-Jun-23,0,10-Jun-20,,,,,saptarshi@binary.co.in,2.50 GHZ,Intel Core I3 7th Gen,1 TB,4 GB,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK(PRANTIK DE SKPL08077),Laptop,DELL,CD66MS3,LATITUDE3420,21-11-2023,NIRNAY DEY,,,BSPL/G1807/23-24,WARRANTY,02-Nov-23,01-Nov-26,,02-Nov-23,,,,,Saptarshi@binary.co.in,3.0 GHz,INTEL I3,512 GB NVME+ 500 GB SATA SSD,8 GB,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,,,,,,,,,,,,,,,,,,,,,,,,,
SALTLAKE,SALTLAKE,Stock with Working condition,,IT STOCK,Laptop,LENOVO,MP10PY0K,Lenovo B40-80,,,,NOT IN AMC,,,,,,,,,,,,,intel core i3,1 TB HDD,8GB,,
SALTLAKE,SALTLAKE,,,OUR STOCK@Phalodi Store,Laptop,LENOVO,MP11YFPL,Lenovo B40-80,,,,,,,,,,,,,,,,,,,,,
SALTLAKE,SALTLAKE,,,IT STOCK,Laptop,HP,5CG62114Q1,HP 240 G4 Notebook PC,,,,,,,,,,,,,,,,,,,,,
SALTLAKE,SALTLAKE,,,OUR STOCK @ Saltlake,Laptop,HP,5CD7449DDT,HP 240 G6 Notebook PC,,,,,,,,,,,,,,,,,,,,,
SALTLAKE,SALTLAKE,,,IT STOCK,Laptop,HP,5CD8313J4F,HP 240 G6 Notebook PC,,,,,,,,,,,,,,,,,,,,,
SALTLAKE,SALTLAKE,,,OUR STOCK@HO (Plastic Part Broken),Laptop,LENOVO,MP07NNNU,Lenovo B40-80,,,,,,,,,,,,,,,,,,,,,
